msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer,source_file
b2f7456a-79d1-410b-b5ab-da61a16f9f83,chat:u_1_u_2,12,Barbara,Maayan Magshimim,2025-01-08 09:36:56,"What?
Do it with `apply`
`apply` method","My code doesn't have the `append` method, my code worked exactly as they wanted until I got to their code
I used `concat` instead of `append`",mayan_student_translated.txt
b00e8caa-7bd5-4923-a6e2-3df7f7511f1a,chat:u_1_u_2,13,Maayan Magshimim,Barbara,2025-01-08 09:39:54,"My code doesn't have the `append` method, my code worked exactly as they wanted until I got to their code
I used `concat` instead of `append`","That's fine
‎audio omitted",mayan_student_translated.txt
4e9b542d-1aaf-4011-bd28-65036742a092,chat:u_1_u_2,14,Barbara,Maayan Magshimim,2025-01-08 09:40:55,"That's fine
‎audio omitted","Yes, I fixed mine
But theirs still doesn't work",mayan_student_translated.txt
13f5c2a1-7249-4682-b346-e34b5fe6da47,chat:u_1_u_2,15,Maayan Magshimim,Barbara,2025-01-08 09:41:27,"Yes, I fixed mine
But theirs still doesn't work",‎audio omitted,mayan_student_translated.txt
598776e6-d2df-41f6-a288-2f57e9536779,chat:u_1_u_2,16,Barbara,Maayan Magshimim,2025-01-08 09:42:30,‎audio omitted,"I didn't talk to Aviv, I talked to Almog who already compared his code with Shaked and he also has a problem",mayan_student_translated.txt
b63a7705-5fe3-4591-8ab6-7369e13a1258,chat:u_1_u_2,17,Maayan Magshimim,Barbara,2025-01-08 09:43:41,"I didn't talk to Aviv, I talked to Almog who already compared his code with Shaked and he also has a problem",‎audio omitted,mayan_student_translated.txt
4c6574e1-a498-428e-a169-f7ccb4e4f320,chat:u_1_u_2,18,Barbara,Maayan Magshimim,2025-01-08 09:44:28,‎audio omitted,"Okay, I'll talk to Aviv, but I wanted to talk to Almog first to make sure my code works first",mayan_student_translated.txt
2915402a-652b-4e91-a067-4c3b40373772,chat:u_1_u_2,19,Maayan Magshimim,Barbara,2025-01-08 09:45:40,"Okay, I'll talk to Aviv, but I wanted to talk to Almog first to make sure my code works first",‎audio omitted,mayan_student_translated.txt
2ed4aeb3-f102-4be8-8c5f-bb5dac97fe71,chat:u_1_u_2,20,Barbara,Maayan Magshimim,2025-01-08 09:47:25,‎audio omitted,"Okay
Hi, I know this is repeating itself, but I'm really busy and losing motivation to do anything, can I get an extension?",mayan_student_translated.txt
ee9a95c7-4757-4766-98fa-c3d32ad36281,chat:u_1_u_2,21,Maayan Magshimim,Barbara,2025-01-08 09:48:28,"Okay
Hi, I know this is repeating itself, but I'm really busy and losing motivation to do anything, can I get an extension?","‎audio omitted
‎audio omitted",mayan_student_translated.txt
ec6fc140-6b01-44a8-bad9-c4b250f8715c,chat:u_1_u_2,22,Barbara,Maayan Magshimim,2025-01-13 19:12:58,"‎audio omitted
‎audio omitted","I'm under too much stress right now, I prefer an extension until I can force myself to work",mayan_student_translated.txt
69ce538c-ffae-4c1e-a8d1-83d56f68daad,chat:u_1_u_2,23,Maayan Magshimim,Barbara,2025-01-13 19:28:07,"I'm under too much stress right now, I prefer an extension until I can force myself to work","You'll have more motivation if we do a Zoom while I check your assignments, you can do the task
Just so you don't feel alone or anything
In any case, you can submit until Saturday night
Exactly Saturday night
Including",mayan_student_translated.txt
ce0e55cc-90ee-456a-80d7-4f3a7ef052f2,chat:u_1_u_2,24,Barbara,Maayan Magshimim,2025-01-13 21:12:42,"You'll have more motivation if we do a Zoom while I check your assignments, you can do the task
Just so you don't feel alone or anything
In any case, you can submit until Saturday night
Exactly Saturday night
Including",Okay,mayan_student_translated.txt
fd13cbdd-5295-4941-8445-eb1a93e321cd,chat:u_1_u_2,25,Maayan Magshimim,Barbara,2025-01-13 22:43:48,Okay,Do you want to do it tomorrow?,mayan_student_translated.txt
590a062c-ab11-457a-aa34-d20d0cf8c040,chat:u_1_u_2,26,Barbara,Maayan Magshimim,2025-01-13 22:44:12,Do you want to do it tomorrow?,"Tomorrow I have a major day, so I'll see when I'm free",mayan_student_translated.txt
eff43abf-c1fb-47e6-b496-305b89e326e9,chat:u_1_u_2,27,Maayan Magshimim,Barbara,2025-01-13 22:44:30,"Tomorrow I have a major day, so I'll see when I'm free","If you feel like it, it's not mandatory :)",mayan_student_translated.txt
a0776caa-9c02-4c7d-8fb9-60e62c48291d,chat:u_1_u_2,28,Barbara,Maayan Magshimim,2025-01-13 22:44:39,"If you feel like it, it's not mandatory :)","I want to, but I'll see when I get back so I can update you",mayan_student_translated.txt
03f3a99b-4df5-4d1d-abfa-edc0d748881e,chat:u_1_u_2,29,Maayan Magshimim,Barbara,2025-01-13 22:45:22,"I want to, but I'll see when I get back so I can update you","Absolutely fine
Update me",mayan_student_translated.txt
6fd72bc3-2a5d-4a09-9372-a39df5b316a8,chat:u_1_u_2,30,Barbara,Maayan Magshimim,2025-01-13 22:45:35,"Absolutely fine
Update me","Hi, I've had the flu for a few days, I don't think I'll come today",mayan_student_translated.txt
10e6fd92-83cf-43a9-820b-1888b8a3a93b,chat:u_1_u_2,31,Maayan Magshimim,Barbara,2025-01-23 10:08:20,"Hi, I've had the flu for a few days, I don't think I'll come today","Oh no
Feel better",mayan_student_translated.txt
6e01ec42-7c01-4619-8dfe-b6cbeb414d57,chat:u_1_u_2,32,Barbara,Maayan Magshimim,2025-01-23 10:09:55,"Oh no
Feel better",Thanks,mayan_student_translated.txt
b9843127-98dd-4e88-8d71-98d299512d54,chat:u_1_u_2,33,Maayan Magshimim,Barbara,2025-01-23 10:10:04,Thanks,"Don't come, rest, I'll send you a recording",mayan_student_translated.txt
14932270-4f45-40a5-8b62-5ed70c11f4ca,chat:u_1_u_2,34,Barbara,Maayan Magshimim,2025-01-23 10:10:07,"Don't come, rest, I'll send you a recording","Hi, I still don't feel well and haven't worked on the milestone yet, is there a chance to get an extension or not?",mayan_student_translated.txt
a88b6487-873b-4691-a30c-dd886d4ec99d,chat:u_1_u_2,35,Maayan Magshimim,Barbara,2025-01-28 13:56:27,"Hi, I still don't feel well and haven't worked on the milestone yet, is there a chance to get an extension or not?","Yes, you can submit until Saturday",mayan_student_translated.txt
ecbc3b87-94b8-4ca6-bf24-4c2f30183276,chat:u_1_u_2,36,Barbara,Maayan Magshimim,2025-01-28 13:56:47,"Yes, you can submit until Saturday","Hi, I'm a bit confused about what to do the assignment based on, the presentation or the notebook?",mayan_student_translated.txt
f2d408d0-6754-41db-8ed0-7cb72976913c,chat:u_1_u_2,37,Maayan Magshimim,Barbara,2025-01-29 11:16:53,"Hi, I'm a bit confused about what to do the assignment based on, the presentation or the notebook?","Both
I'll record you key points later (in the meantime, go over what I sent in the group)",mayan_student_translated.txt
87adc8ab-8eb7-465a-a9f6-9aaf97d3ef9d,chat:u_1_u_2,38,Barbara,Maayan Magshimim,2025-01-29 17:17:24,"Both
I'll record you key points later (in the meantime, go over what I sent in the group)","Hi, I went over what you sent but it still didn't really help me, I'll wait for the key points you send because the instructions in the presentation are sometimes very different from the instructions in the notebook",mayan_student_translated.txt
a7e064a9-ab37-4640-92f5-f3154aa97d8a,chat:u_1_u_2,39,Maayan Magshimim,Barbara,2025-01-30 11:15:08,"Hi, I went over what you sent but it still didn't really help me, I'll wait for the key points you send because the instructions in the presentation are sometimes very different from the instructions in the notebook","I'll just give them in class, remind me",mayan_student_translated.txt
e7b7a405-b564-4beb-bd34-7785c4ccdb7b,chat:u_1_u_2,40,Barbara,Maayan Magshimim,2025-01-30 15:30:26,"I'll just give them in class, remind me",I was just about to say that I'm still not feeling well enough and would it be okay if I didn't come again or would there be a problem,mayan_student_translated.txt
c6707cdd-f01e-49fd-a071-e77297e92ca9,chat:u_1_u_2,41,Maayan Magshimim,Barbara,2025-01-30 15:32:30,I was just about to say that I'm still not feeling well enough and would it be okay if I didn't come again or would there be a problem,"You should come
I'll release you early
Honestly, the lesson today is less important, and there is no homework. But it's important for me to make sure your milestone is good
And unfortunately, I don't have time for Zooms in the near future ‎<This message was edited>",mayan_student_translated.txt
d4562eb1-2c24-43b8-8133-fb4de0b1028f,chat:u_1_u_2,42,Barbara,Maayan Magshimim,2025-01-30 15:34:57,"You should come
I'll release you early
Honestly, the lesson today is less important, and there is no homework. But it's important for me to make sure your milestone is good
And unfortunately, I don't have time for Zooms in the near future ‎<This message was edited>","Okay
Hi, from stage two to stage 4 they are asking for things I already did
What do I do there?
Those are simply parts I already did in EDA",mayan_student_translated.txt
2cc831ef-16cc-44be-85fb-48b672bc1a64,chat:u_1_u_2,43,Maayan Magshimim,Barbara,2025-01-30 15:36:14,"Okay
Hi, from stage two to stage 4 they are asking for things I already did
What do I do there?
Those are simply parts I already did in EDA","Like what? Can you send a screenshot of what you mean
Basically skip, but I don't want to tell you that without seeing it",mayan_student_translated.txt
9d6f7216-9d50-41d1-8aa6-74a00c779adf,chat:u_1_u_2,44,Barbara,Maayan Magshimim,2025-01-31 19:11:41,"Like what? Can you send a screenshot of what you mean
Basically skip, but I don't want to tell you that without seeing it",I can send a link because I really did almost everything there except creating graphs,mayan_student_translated.txt
d44c5c7c-b77f-45ac-9240-eb33bc0ce50c,chat:u_1_u_2,45,Maayan Magshimim,Barbara,2025-01-31 19:12:43,I can send a link because I really did almost everything there except creating graphs,Yes,mayan_student_translated.txt
d6cfa779-dbf8-44c9-865e-13f611be3dde,chat:u_1_u_2,46,Barbara,Maayan Magshimim,2025-01-31 19:13:02,Yes,"https://colab.research.google.com/drive/1zwsJZ8zgBa89AKUXl3YVTGAwtSP41oxx?usp=sharing
I did manual outlier treatment as opposed to the IQR they did",mayan_student_translated.txt
3ba9edaf-2a0a-4f48-805e-7987ccea5d9b,chat:u_1_u_2,47,Maayan Magshimim,Barbara,2025-01-31 19:13:31,"https://colab.research.google.com/drive/1zwsJZ8zgBa89AKUXl3YVTGAwtSP41oxx?usp=sharing
I did manual outlier treatment as opposed to the IQR they did","Yes, there's no need to do those steps if you did them before
And it looks like you did
Regarding IQR - write that you preferred the manual method and explain why it's better (give the examples I gave in class)",mayan_student_translated.txt
923dbdec-5293-4c92-9ae2-b2d3fa512f07,chat:u_1_u_2,48,Barbara,Maayan Magshimim,2025-01-31 20:06:51,"Yes, there's no need to do those steps if you did them before
And it looks like you did
Regarding IQR - write that you preferred the manual method and explain why it's better (give the examples I gave in class)","Hi, I'm getting confused with clustering, like I don't know what to do, I think I reached something but it's not satisfying me, could you look at the notebook again to help?",mayan_student_translated.txt
3cac7aa9-f531-48b6-914f-560f000d2474,chat:u_1_u_2,49,Maayan Magshimim,Barbara,2025-02-01 19:53:31,"Hi, I'm getting confused with clustering, like I don't know what to do, I think I reached something but it's not satisfying me, could you look at the notebook again to help?",A few minutes with you,mayan_student_translated.txt
b8bd5bb6-b6f0-45e5-b1eb-d7b000a7a701,chat:u_1_u_2,50,Barbara,Maayan Magshimim,2025-02-01 19:54:17,A few minutes with you,Thanks,mayan_student_translated.txt
4593227a-7062-40db-af44-138b9ecab7ec,chat:u_1_u_2,51,Maayan Magshimim,Barbara,2025-02-01 19:56:07,Thanks,"https://technion.zoom.us/j/96704941787?pwd=xJRUQVDwb7IAKNPZysWUTOzbe2e0ak.1
Connect, I'll try to understand
Is everything okay? Are you managing?",mayan_student_translated.txt
c95877eb-c07d-49c6-ad83-bc27ef482a49,chat:u_1_u_2,52,Barbara,Maayan Magshimim,2025-02-01 20:26:11,"https://technion.zoom.us/j/96704941787?pwd=xJRUQVDwb7IAKNPZysWUTOzbe2e0ak.1
Connect, I'll try to understand
Is everything okay? Are you managing?","Yes, I submitted",mayan_student_translated.txt
505282bc-2f80-4272-a25c-ebde5a951388,chat:u_1_u_2,53,Maayan Magshimim,Barbara,2025-02-01 23:19:21,"Yes, I submitted",Excellent and well done! 🫶🏻,mayan_student_translated.txt
39f92d7a-e9da-4ab8-bc22-2072e5e684d4,chat:u_1_u_2,54,Barbara,Maayan Magshimim,2025-02-01 23:35:49,Excellent and well done! 🫶🏻,"Hi, one of my friends infected me and I woke up sick again today, would it be okay if I didn't come to class or would that be problematic even though it's a justified reason",mayan_student_translated.txt
124a1063-6f0f-4e5e-8185-49d6bb1e5015,chat:u_1_u_2,55,Maayan Magshimim,Barbara,2025-02-06 11:38:36,"Hi, one of my friends infected me and I woke up sick again today, would it be okay if I didn't come to class or would that be problematic even though it's a justified reason",‎audio omitted,mayan_student_translated.txt
78ecaee1-b209-454e-8eb2-a144c810c814,chat:u_1_u_2,56,Barbara,Maayan Magshimim,2025-02-06 11:39:30,‎audio omitted,Can't I just catch up alone like I did last time?,mayan_student_translated.txt
e03d337a-dc76-4290-b5c8-672ad61200a9,chat:u_1_u_2,57,Maayan Magshimim,Barbara,2025-02-06 11:43:51,Can't I just catch up alone like I did last time?,"‎audio omitted
‎audio omitted",mayan_student_translated.txt
a4dca644-65b1-4461-8518-b215345f4a6a,chat:u_1_u_2,58,Barbara,Maayan Magshimim,2025-02-06 11:45:03,"‎audio omitted
‎audio omitted","Okay, I'll talk to her",mayan_student_translated.txt
fd0db738-fdcf-4676-9d1f-a962e4942cdb,chat:u_1_u_2,59,Maayan Magshimim,Barbara,2025-02-06 11:46:24,"Okay, I'll talk to her","Hi, I sent key points for the defense in the group. Go over them beforehand. Update me if you don't feel ready.
Maayan??",mayan_student_translated.txt
e3a62cc0-d167-489d-82d8-5b03ac23648c,chat:u_1_u_2,60,Barbara,Maayan Magshimim,2025-02-14 10:07:38,"Hi, I sent key points for the defense in the group. Go over them beforehand. Update me if you don't feel ready.
Maayan??",I think I'm ready,mayan_student_translated.txt
4add161e-7d6c-49c5-a936-eba1e38b7265,chat:u_1_u_2,61,Maayan Magshimim,Barbara,2025-02-14 10:41:09,I think I'm ready,"I can move it for you to tomorrow or later today so you can sharpen the material
The defense is 40% of the final grade
And I'm recording the defenses",mayan_student_translated.txt
5f92f47a-c689-4e4b-8e2c-c94db18583b7,chat:u_1_u_2,62,Barbara,Maayan Magshimim,2025-02-14 10:41:52,"I can move it for you to tomorrow or later today so you can sharpen the material
The defense is 40% of the final grade
And I'm recording the defenses","Is what you sent in the group the material?
Everything that could be?",mayan_student_translated.txt
8f147645-9cf0-408c-9895-44c991ad0ce9,chat:u_1_u_2,63,Maayan Magshimim,Barbara,2025-02-14 10:42:51,"Is what you sent in the group the material?
Everything that could be?","A few things from before related to EDA
And data preparation
Everything related to the new models and methods we learned, that's what I sent, generally",mayan_student_translated.txt
47363907-7bac-4d4f-9b67-2f59b0e7cf51,chat:u_1_u_2,64,Barbara,Maayan Magshimim,2025-02-14 10:43:39,"A few things from before related to EDA
And data preparation
Everything related to the new models and methods we learned, that's what I sent, generally",Okay,mayan_student_translated.txt
12efb881-f97d-4f90-8a5e-ba59e03578d1,chat:u_1_u_2,65,Maayan Magshimim,Barbara,2025-02-14 10:44:32,Okay,"Those are not the actual questions I'll ask, what I sent in the group, but those are the topics
Okay, so I'm preparing the defense file, it will take me 15-20 minutes, and I'll send you a link
I don't mind if you change your mind because everyone who was scheduled today ended up changing their mind :(
I can move the defense to this evening, whenever is convenient for you",mayan_student_translated.txt
2462658f-f168-439e-820f-f694e1316071,chat:u_1_u_2,66,Barbara,Maayan Magshimim,2025-02-14 10:45:30,"Those are not the actual questions I'll ask, what I sent in the group, but those are the topics
Okay, so I'm preparing the defense file, it will take me 15-20 minutes, and I'll send you a link
I don't mind if you change your mind because everyone who was scheduled today ended up changing their mind :(
I can move the defense to this evening, whenever is convenient for you","No, I can't in the evening we'll just do it today",mayan_student_translated.txt
c8c29e42-346b-4ee6-adcb-7240e95ec850,chat:u_1_u_2,67,Maayan Magshimim,Barbara,2025-02-14 10:50:02,"No, I can't in the evening we'll just do it today","Are you sure?
I just want you to get a good grade
I'm worried myself about how you'll be",mayan_student_translated.txt
76dcccda-0ba2-4a59-b4a5-4f7cc05ca886,chat:u_1_u_2,68,Barbara,Maayan Magshimim,2025-02-14 10:50:08,"Are you sure?
I just want you to get a good grade
I'm worried myself about how you'll be",Yes,mayan_student_translated.txt
bf0c4c0c-ad81-4082-afb2-1f2f6848dd06,chat:u_1_u_2,69,Maayan Magshimim,Barbara,2025-02-14 10:50:21,Yes,"Okay
So a few minutes, I need to organize the defense file for myself and I'll send you a link. In the meantime, go over the topics
Okay, I'm delayed a bit, there's a mess here with the files they sent me ‎<This message was edited>
https://technion.zoom.us/j/93504519036?pwd=FaFavI2JOmVQTdbc5dyV2P4NPxnqgU.1
https://www.youtube.com/watch?v=JqONmLsRs8Y
bootsrap
https://www.youtube.com/watch?v=wjILv3-UGM8
https://www.youtube.com/watch?v=kituDjzXwfE between minutes 5-10
https://www.youtube.com/watch?v=R2e3Ls9H_fc",mayan_student_translated.txt
27fdaf9a-7c90-4b3e-b811-1921eaed0901,chat:u_1_u_2,70,Barbara,Maayan Magshimim,2025-02-14 10:50:31,"Okay
So a few minutes, I need to organize the defense file for myself and I'll send you a link. In the meantime, go over the topics
Okay, I'm delayed a bit, there's a mess here with the files they sent me ‎<This message was edited>
https://technion.zoom.us/j/93504519036?pwd=FaFavI2JOmVQTdbc5dyV2P4NPxnqgU.1
https://www.youtube.com/watch?v=JqONmLsRs8Y
bootsrap
https://www.youtube.com/watch?v=wjILv3-UGM8
https://www.youtube.com/watch?v=kituDjzXwfE between minutes 5-10
https://www.youtube.com/watch?v=R2e3Ls9H_fc","Hi, we scheduled 12:30, not three",mayan_student_translated.txt
743e01a0-eb02-49c5-9ee2-a26a896ef900,chat:u_1_u_2,71,Maayan Magshimim,Barbara,2025-02-15 12:44:45,"Hi, we scheduled 12:30, not three","Oh, I missed it
One minute, sending a link
5 minutes, arranging your defense files
https://technion.zoom.us/j/96083343143?pwd=bLzsbVO2TpYaFFPlFRXyORMoh2Kjwr.1
Maayan?
Can you connect?",mayan_student_translated.txt
5d16a2ef-23bf-40fc-908c-73a8c685a9c9,chat:u_1_u_2,72,Barbara,Maayan Magshimim,2025-02-15 12:44:57,"Oh, I missed it
One minute, sending a link
5 minutes, arranging your defense files
https://technion.zoom.us/j/96083343143?pwd=bLzsbVO2TpYaFFPlFRXyORMoh2Kjwr.1
Maayan?
Can you connect?","Yes, yes
Hi, I forgot to inform you in class, but I'm going on an annual trip tomorrow and won't have time to submit the homework or come to class on Thursday
Hi, I think I'll need an extension for this week too because I have school workload",mayan_student_translated.txt
3a8cf5c5-7c09-4004-87c6-f5c83fae4439,chat:u_1_u_2,73,Maayan Magshimim,Barbara,2025-02-15 12:58:52,"Yes, yes
Hi, I forgot to inform you in class, but I'm going on an annual trip tomorrow and won't have time to submit the homework or come to class on Thursday
Hi, I think I'll need an extension for this week too because I have school workload","Checking
You submitted an empty notebook for the homework of lesson 15...
You'll have to complete it...",mayan_student_translated.txt
4acd6e00-1099-4098-a146-3a01514c41b1,chat:u_1_u_2,74,Barbara,Maayan Magshimim,2025-03-04 17:12:20,"Checking
You submitted an empty notebook for the homework of lesson 15...
You'll have to complete it...","?
What
I didn't skip anything",mayan_student_translated.txt
aa3e529a-28bf-4b31-b2af-87bf637f8c70,chat:u_1_u_2,75,Maayan Magshimim,Barbara,2025-03-07 12:27:31,"?
What
I didn't skip anything",Look at the submission for week 15,mayan_student_translated.txt
2aad9aff-72e1-4d99-81c2-975455c01026,chat:u_1_u_2,76,Barbara,Maayan Magshimim,2025-03-07 12:49:02,Look at the submission for week 15,I remember doing that notebook... is there a chance it somehow didn't save?,mayan_student_translated.txt
7413a14d-9b4b-4b2c-8bc2-e299d82f4e99,chat:u_1_u_2,77,Maayan Magshimim,Barbara,2025-03-07 14:53:54,I remember doing that notebook... is there a chance it somehow didn't save?,"There's a chance...
I'll check with the coordinator tomorrow if we can waive it this one time
Make sure it doesn't happen again",mayan_student_translated.txt
18860883-87c7-412c-ae22-99ab8961c417,chat:u_1_u_2,78,Barbara,Maayan Magshimim,2025-03-08 16:02:51,"There's a chance...
I'll check with the coordinator tomorrow if we can waive it this one time
Make sure it doesn't happen again","I already did it
Again",mayan_student_translated.txt
7188e22d-3931-4a6c-86b9-f53218cf4bf1,chat:u_1_u_2,79,Maayan Magshimim,Barbara,2025-03-08 16:36:40,"I already did it
Again","Ugh
What about the other tasks, are you managing?",mayan_student_translated.txt
102a1d10-b30d-498f-a297-b7420d02e9eb,chat:u_1_u_2,80,Barbara,Maayan Magshimim,2025-03-08 16:44:38,"Ugh
What about the other tasks, are you managing?","Yes, I completed everything but I don't know, something has been running for half a day already so hopefully it will work
Hi, in the last exercise my model only gives one answer
https://colab.research.google.com/drive/1QfScuTdep3pMWyZbF1--Ewv3VFFQ10wa
I don't know what to do anymore
Barbara...
.
.",mayan_student_translated.txt
80fd6971-946e-4a31-8967-36a3b36fd028,chat:u_1_u_2,81,Maayan Magshimim,Barbara,2025-03-08 17:43:19,"Yes, I completed everything but I don't know, something has been running for half a day already so hopefully it will work
Hi, in the last exercise my model only gives one answer
https://colab.research.google.com/drive/1QfScuTdep3pMWyZbF1--Ewv3VFFQ10wa
I don't know what to do anymore
Barbara...
.
.","Sorry Maayan, I'm under extreme pressure in the last two days
‎audio omitted",mayan_student_translated.txt
94b9d442-7b84-4f83-b5b4-b7db14ef8d9c,chat:u_1_u_2,82,Barbara,Maayan Magshimim,2025-03-12 21:59:41,"Sorry Maayan, I'm under extreme pressure in the last two days
‎audio omitted","It's all good, I just wanted to at least know there's an extension
‎image omitted",mayan_student_translated.txt
c0bb6464-adc1-4a01-ab06-9f178214f5cb,chat:u_1_u_2,83,Maayan Magshimim,Barbara,2025-03-12 22:47:30,"It's all good, I just wanted to at least know there's an extension
‎image omitted","Righttt:)
Wait, no
Pay attention because there's a word that was repeated in all the documents
What grade will she get?",mayan_student_translated.txt
0e8a8690-b5c8-46ea-b66f-e8b61ec105cb,chat:u_1_u_2,84,Barbara,Maayan Magshimim,2025-03-13 17:31:14,"Righttt:)
Wait, no
Pay attention because there's a word that was repeated in all the documents
What grade will she get?","Oh, yes, I see it now
Well, never mind
Stuck in traffic, late a bit",mayan_student_translated.txt
39f00816-1997-4c56-8a6e-c769acb088d5,chat:u_1_u_2,85,Maayan Magshimim,Barbara,2025-03-13 17:41:20,"Oh, yes, I see it now
Well, never mind
Stuck in traffic, late a bit","Okay, drive safely 🤓
‎image omitted
Why do you have Hebrew words in the middle of the code....
This is from lesson 18...
I'm ignoring it for now, but you must stop blindly copying from chat...
You are smart and capable of solving the questions by yourself (alongside help from chat, of course)",mayan_student_translated.txt
49ed924a-f3ed-449b-86c7-5c4e1abf71f3,chat:u_1_u_2,86,Barbara,Maayan Magshimim,2025-03-20 16:10:24,"Okay, drive safely 🤓
‎image omitted
Why do you have Hebrew words in the middle of the code....
This is from lesson 18...
I'm ignoring it for now, but you must stop blindly copying from chat...
You are smart and capable of solving the questions by yourself (alongside help from chat, of course)","Okay, but I didn't put that as code for the question, but as something for an example, but I'll check",mayan_student_translated.txt
86ba433f-02e3-4842-b794-3cbbfa11d3da,chat:u_1_u_2,87,Maayan Magshimim,Barbara,2025-03-21 14:46:37,"Okay, but I didn't put that as code for the question, but as something for an example, but I'll check",‎audio omitted,mayan_student_translated.txt
5e3766af-3fb8-4001-a84d-9b829136b3ec,chat:u_1_u_2,88,Barbara,Maayan Magshimim,2025-03-21 14:48:12,‎audio omitted,"Should I go back and fix it or does it not matter?
And open questions, I don't just copy, I do know",mayan_student_translated.txt
0ca0c078-dc31-4661-9468-3d5bc185be83,chat:u_1_u_2,89,Maayan Magshimim,Barbara,2025-03-21 14:49:03,"Should I go back and fix it or does it not matter?
And open questions, I don't just copy, I do know","No, there's no need
Just be very careful with that
‎audio omitted",mayan_student_translated.txt
aa7620d8-ee59-49b5-891f-a7540ef0e645,chat:u_1_u_2,90,Barbara,Maayan Magshimim,2025-03-21 14:49:29,"No, there's no need
Just be very careful with that
‎audio omitted","Good
Hi, I just got around to working on the class assignment but it still doesn't let me import the library
Also in the homework assignment",mayan_student_translated.txt
07ee1f40-8954-41d2-b397-50a3f788274e,chat:u_1_u_2,91,Maayan Magshimim,Barbara,2025-03-21 14:52:10,"Good
Hi, I just got around to working on the class assignment but it still doesn't let me import the library
Also in the homework assignment","But I arranged it for everyone
🥲",mayan_student_translated.txt
