msg_id,conv_id,conv_turn,sender_user_id,receiver_user_id,sent_at,text,answer
de53068e-62bb-456f-b738-ce48c555c03f,chat:u_barbara_u_maayan_student_magshimim,11,u_maayan_student_magshimim,u_barbara,2025-01-08 07:14:24,"So what do I do because my code doesn't have `append`, otherwise it wouldn't have worked either","What?
Do it with `apply`
`apply` method"
fdaa5885-4413-438f-b85d-c71e40c83905,chat:u_barbara_u_maayan_student_magshimim,12,u_barbara,u_maayan_student_magshimim,2025-01-08 09:36:56,"What?
Do it with `apply`
`apply` method","My code doesn't have the `append` method, my code worked exactly as they wanted until I got to their code
I used `concat` instead of `append`"
e07619ca-3448-4bce-9393-cf66521dbf11,chat:u_barbara_u_maayan_student_magshimim,13,u_maayan_student_magshimim,u_barbara,2025-01-08 09:39:54,"My code doesn't have the `append` method, my code worked exactly as they wanted until I got to their code
I used `concat` instead of `append`","That's fine
‎audio omitted"
060c7ba0-6416-4c4b-926c-67fb6e7034bd,chat:u_barbara_u_maayan_student_magshimim,14,u_barbara,u_maayan_student_magshimim,2025-01-08 09:40:55,"That's fine
‎audio omitted","Yes, I fixed mine
But theirs still doesn't work"
b70de6a4-aa27-4dbe-a25f-ab02e13d16df,chat:u_barbara_u_maayan_student_magshimim,15,u_maayan_student_magshimim,u_barbara,2025-01-08 09:41:27,"Yes, I fixed mine
But theirs still doesn't work",‎audio omitted
583a6364-50f5-4509-91d4-e7d523764a67,chat:u_barbara_u_maayan_student_magshimim,16,u_barbara,u_maayan_student_magshimim,2025-01-08 09:42:30,‎audio omitted,"I didn't talk to Aviv, I talked to Almog who already compared his code with Shaked and he also has a problem"
65f82340-d70b-463b-aeb1-3ac7c4b67c64,chat:u_barbara_u_maayan_student_magshimim,17,u_maayan_student_magshimim,u_barbara,2025-01-08 09:43:41,"I didn't talk to Aviv, I talked to Almog who already compared his code with Shaked and he also has a problem",‎audio omitted
79e06f9c-c83e-42da-ba9f-fc18446e38b5,chat:u_barbara_u_maayan_student_magshimim,18,u_barbara,u_maayan_student_magshimim,2025-01-08 09:44:28,‎audio omitted,"Okay, I'll talk to Aviv, but I wanted to talk to Almog first to make sure my code works first"
8a873bba-0d5d-49de-a05c-94491bf67e0e,chat:u_barbara_u_maayan_student_magshimim,19,u_maayan_student_magshimim,u_barbara,2025-01-08 09:45:40,"Okay, I'll talk to Aviv, but I wanted to talk to Almog first to make sure my code works first",‎audio omitted
4f861b6a-1ccd-4f18-9f30-aad32af2e08b,chat:u_barbara_u_maayan_student_magshimim,20,u_barbara,u_maayan_student_magshimim,2025-01-08 09:47:25,‎audio omitted,"Okay
Hi, I know this is repeating itself, but I'm really busy and losing motivation to do anything, can I get an extension?"
a8f639f8-c336-4426-a8b6-b50fd31b5fb4,chat:u_barbara_u_maayan_student_magshimim,21,u_maayan_student_magshimim,u_barbara,2025-01-08 09:48:28,"Okay
Hi, I know this is repeating itself, but I'm really busy and losing motivation to do anything, can I get an extension?","‎audio omitted
‎audio omitted"
238f5d48-ab19-4395-a496-b5d2217712d3,chat:u_barbara_u_maayan_student_magshimim,22,u_barbara,u_maayan_student_magshimim,2025-01-13 19:12:58,"‎audio omitted
‎audio omitted","I'm under too much stress right now, I prefer an extension until I can force myself to work"
73f877cc-5736-47b5-b2fc-8e018f9a7054,chat:u_barbara_u_maayan_student_magshimim,23,u_maayan_student_magshimim,u_barbara,2025-01-13 19:28:07,"I'm under too much stress right now, I prefer an extension until I can force myself to work","You'll have more motivation if we do a Zoom while I check your assignments, you can do the task
Just so you don't feel alone or anything
In any case, you can submit until Saturday night
Exactly Saturday night
Including"
c23bff1b-e297-4487-bd51-be1e75a21591,chat:u_barbara_u_maayan_student_magshimim,24,u_barbara,u_maayan_student_magshimim,2025-01-13 21:12:42,"You'll have more motivation if we do a Zoom while I check your assignments, you can do the task
Just so you don't feel alone or anything
In any case, you can submit until Saturday night
Exactly Saturday night
Including",Okay
c7cf3ab0-5b79-4ea5-ae06-eb53a033789d,chat:u_barbara_u_maayan_student_magshimim,25,u_maayan_student_magshimim,u_barbara,2025-01-13 22:43:48,Okay,Do you want to do it tomorrow?
2c05d29a-6e7c-4b86-a250-4496c9b68bd4,chat:u_barbara_u_maayan_student_magshimim,26,u_barbara,u_maayan_student_magshimim,2025-01-13 22:44:12,Do you want to do it tomorrow?,"Tomorrow I have a major day, so I'll see when I'm free"
71345e46-4899-4956-82c2-df88fe22cb13,chat:u_barbara_u_maayan_student_magshimim,27,u_maayan_student_magshimim,u_barbara,2025-01-13 22:44:30,"Tomorrow I have a major day, so I'll see when I'm free","If you feel like it, it's not mandatory :)"
725bac49-bfb6-4119-a3f7-58e7cb415717,chat:u_barbara_u_maayan_student_magshimim,28,u_barbara,u_maayan_student_magshimim,2025-01-13 22:44:39,"If you feel like it, it's not mandatory :)","I want to, but I'll see when I get back so I can update you"
fd67a144-d490-481f-9750-1493c8d3269c,chat:u_barbara_u_maayan_student_magshimim,29,u_maayan_student_magshimim,u_barbara,2025-01-13 22:45:22,"I want to, but I'll see when I get back so I can update you","Absolutely fine
Update me"
73818c4b-be08-485f-9d76-dff3972d43b8,chat:u_barbara_u_maayan_student_magshimim,30,u_barbara,u_maayan_student_magshimim,2025-01-13 22:45:35,"Absolutely fine
Update me","Hi, I've had the flu for a few days, I don't think I'll come today"
2084057b-6ba9-4d2a-adf7-40720604a085,chat:u_barbara_u_maayan_student_magshimim,31,u_maayan_student_magshimim,u_barbara,2025-01-23 10:08:20,"Hi, I've had the flu for a few days, I don't think I'll come today","Oh no
Feel better"
60821e97-7dd0-4cad-9008-e83d5d71c7c9,chat:u_barbara_u_maayan_student_magshimim,32,u_barbara,u_maayan_student_magshimim,2025-01-23 10:09:55,"Oh no
Feel better",Thanks
71138323-d7de-4c71-988f-67f2c592de41,chat:u_barbara_u_maayan_student_magshimim,33,u_maayan_student_magshimim,u_barbara,2025-01-23 10:10:04,Thanks,"Don't come, rest, I'll send you a recording"
b24f82af-0e68-4709-904c-8a9bf17acc5b,chat:u_barbara_u_maayan_student_magshimim,34,u_barbara,u_maayan_student_magshimim,2025-01-23 10:10:07,"Don't come, rest, I'll send you a recording","Hi, I still don't feel well and haven't worked on the milestone yet, is there a chance to get an extension or not?"
365c4ed1-8c2b-4e56-87b0-b962cb3e953f,chat:u_barbara_u_maayan_student_magshimim,35,u_maayan_student_magshimim,u_barbara,2025-01-28 13:56:27,"Hi, I still don't feel well and haven't worked on the milestone yet, is there a chance to get an extension or not?","Yes, you can submit until Saturday"
57b9a60a-621b-4d70-9b29-e95d23c0a0b5,chat:u_barbara_u_maayan_student_magshimim,36,u_barbara,u_maayan_student_magshimim,2025-01-28 13:56:47,"Yes, you can submit until Saturday","Hi, I'm a bit confused about what to do the assignment based on, the presentation or the notebook?"
495e57a0-c96b-4674-b3df-e267fb4f8dba,chat:u_barbara_u_maayan_student_magshimim,37,u_maayan_student_magshimim,u_barbara,2025-01-29 11:16:53,"Hi, I'm a bit confused about what to do the assignment based on, the presentation or the notebook?","Both
I'll record you key points later (in the meantime, go over what I sent in the group)"
c6fe2be2-da8f-4ba4-9a54-705aa3dca836,chat:u_barbara_u_maayan_student_magshimim,38,u_barbara,u_maayan_student_magshimim,2025-01-29 17:17:24,"Both
I'll record you key points later (in the meantime, go over what I sent in the group)","Hi, I went over what you sent but it still didn't really help me, I'll wait for the key points you send because the instructions in the presentation are sometimes very different from the instructions in the notebook"
ea2468ee-24d3-4434-8791-5b58c3bd765a,chat:u_barbara_u_maayan_student_magshimim,39,u_maayan_student_magshimim,u_barbara,2025-01-30 11:15:08,"Hi, I went over what you sent but it still didn't really help me, I'll wait for the key points you send because the instructions in the presentation are sometimes very different from the instructions in the notebook","I'll just give them in class, remind me"
54ca49f8-d328-48c8-899d-655e25e7a866,chat:u_barbara_u_maayan_student_magshimim,40,u_barbara,u_maayan_student_magshimim,2025-01-30 15:30:26,"I'll just give them in class, remind me",I was just about to say that I'm still not feeling well enough and would it be okay if I didn't come again or would there be a problem
9cc1e840-0a28-4bd8-af0a-d9925660d2a9,chat:u_barbara_u_maayan_student_magshimim,41,u_maayan_student_magshimim,u_barbara,2025-01-30 15:32:30,I was just about to say that I'm still not feeling well enough and would it be okay if I didn't come again or would there be a problem,"You should come
I'll release you early
Honestly, the lesson today is less important, and there is no homework. But it's important for me to make sure your milestone is good
And unfortunately, I don't have time for Zooms in the near future ‎<This message was edited>"
6dffca4b-a816-45b3-85e8-f9bd87b14697,chat:u_barbara_u_maayan_student_magshimim,42,u_barbara,u_maayan_student_magshimim,2025-01-30 15:34:57,"You should come
I'll release you early
Honestly, the lesson today is less important, and there is no homework. But it's important for me to make sure your milestone is good
And unfortunately, I don't have time for Zooms in the near future ‎<This message was edited>","Okay
Hi, from stage two to stage 4 they are asking for things I already did
What do I do there?
Those are simply parts I already did in EDA"
aea838fd-8775-487a-9864-4b23070a6972,chat:u_barbara_u_maayan_student_magshimim,43,u_maayan_student_magshimim,u_barbara,2025-01-30 15:36:14,"Okay
Hi, from stage two to stage 4 they are asking for things I already did
What do I do there?
Those are simply parts I already did in EDA","Like what? Can you send a screenshot of what you mean
Basically skip, but I don't want to tell you that without seeing it"
73e88437-ed04-4497-84fa-b05fd01f4c36,chat:u_barbara_u_maayan_student_magshimim,44,u_barbara,u_maayan_student_magshimim,2025-01-31 19:11:41,"Like what? Can you send a screenshot of what you mean
Basically skip, but I don't want to tell you that without seeing it",I can send a link because I really did almost everything there except creating graphs
f6f72fe9-af71-4333-8ade-e804d6ff45ae,chat:u_barbara_u_maayan_student_magshimim,45,u_maayan_student_magshimim,u_barbara,2025-01-31 19:12:43,I can send a link because I really did almost everything there except creating graphs,Yes
63d1768f-2767-4892-a324-f311ed8282fc,chat:u_barbara_u_maayan_student_magshimim,46,u_barbara,u_maayan_student_magshimim,2025-01-31 19:13:02,Yes,"https://colab.research.google.com/drive/1zwsJZ8zgBa89AKUXl3YVTGAwtSP41oxx?usp=sharing
I did manual outlier treatment as opposed to the IQR they did"
c34d5910-9dc8-4a3f-b6b4-cbe30353f93c,chat:u_barbara_u_maayan_student_magshimim,47,u_maayan_student_magshimim,u_barbara,2025-01-31 19:13:31,"https://colab.research.google.com/drive/1zwsJZ8zgBa89AKUXl3YVTGAwtSP41oxx?usp=sharing
I did manual outlier treatment as opposed to the IQR they did","Yes, there's no need to do those steps if you did them before
And it looks like you did
Regarding IQR - write that you preferred the manual method and explain why it's better (give the examples I gave in class)"
23a20e4e-5e27-4db6-90f5-1f5de406e11b,chat:u_barbara_u_maayan_student_magshimim,48,u_barbara,u_maayan_student_magshimim,2025-01-31 20:06:51,"Yes, there's no need to do those steps if you did them before
And it looks like you did
Regarding IQR - write that you preferred the manual method and explain why it's better (give the examples I gave in class)","Hi, I'm getting confused with clustering, like I don't know what to do, I think I reached something but it's not satisfying me, could you look at the notebook again to help?"
c04387d2-fa9b-4ef0-9c88-a3671c4414c3,chat:u_barbara_u_maayan_student_magshimim,49,u_maayan_student_magshimim,u_barbara,2025-02-01 19:53:31,"Hi, I'm getting confused with clustering, like I don't know what to do, I think I reached something but it's not satisfying me, could you look at the notebook again to help?",A few minutes with you
b7ee85d0-5962-4647-b449-eb8382fefdad,chat:u_barbara_u_maayan_student_magshimim,50,u_barbara,u_maayan_student_magshimim,2025-02-01 19:54:17,A few minutes with you,Thanks
c5b307ce-524a-4fb0-a74c-5e0a9e748cca,chat:u_barbara_u_maayan_student_magshimim,51,u_maayan_student_magshimim,u_barbara,2025-02-01 19:56:07,Thanks,"https://technion.zoom.us/j/96704941787?pwd=xJRUQVDwb7IAKNPZysWUTOzbe2e0ak.1
Connect, I'll try to understand
Is everything okay? Are you managing?"
2baf0fb0-b29c-4baf-b245-c9b72d639d62,chat:u_barbara_u_maayan_student_magshimim,52,u_barbara,u_maayan_student_magshimim,2025-02-01 20:26:11,"https://technion.zoom.us/j/96704941787?pwd=xJRUQVDwb7IAKNPZysWUTOzbe2e0ak.1
Connect, I'll try to understand
Is everything okay? Are you managing?","Yes, I submitted"
6a022b7e-d303-49f1-ac48-3b9bdd767b1e,chat:u_barbara_u_maayan_student_magshimim,53,u_maayan_student_magshimim,u_barbara,2025-02-01 23:19:21,"Yes, I submitted",Excellent and well done! 🫶🏻
6225adc7-fed4-4e60-ad3c-e3d12938d2c3,chat:u_barbara_u_maayan_student_magshimim,54,u_barbara,u_maayan_student_magshimim,2025-02-01 23:35:49,Excellent and well done! 🫶🏻,"Hi, one of my friends infected me and I woke up sick again today, would it be okay if I didn't come to class or would that be problematic even though it's a justified reason"
b4c86889-73bd-44ee-bff3-5712ef90e97b,chat:u_barbara_u_maayan_student_magshimim,55,u_maayan_student_magshimim,u_barbara,2025-02-06 11:38:36,"Hi, one of my friends infected me and I woke up sick again today, would it be okay if I didn't come to class or would that be problematic even though it's a justified reason",‎audio omitted
280325cf-d3ae-4dc1-b4ef-512463d6682e,chat:u_barbara_u_maayan_student_magshimim,56,u_barbara,u_maayan_student_magshimim,2025-02-06 11:39:30,‎audio omitted,Can't I just catch up alone like I did last time?
2e2ce6fe-b022-440c-af2f-524c4a0c52a0,chat:u_barbara_u_maayan_student_magshimim,57,u_maayan_student_magshimim,u_barbara,2025-02-06 11:43:51,Can't I just catch up alone like I did last time?,"‎audio omitted
‎audio omitted"
98a2dab3-539e-4149-a2ef-025e0a02a5e1,chat:u_barbara_u_maayan_student_magshimim,58,u_barbara,u_maayan_student_magshimim,2025-02-06 11:45:03,"‎audio omitted
‎audio omitted","Okay, I'll talk to her"
6cbba063-9807-4364-af55-b1ffd755fc83,chat:u_barbara_u_maayan_student_magshimim,59,u_maayan_student_magshimim,u_barbara,2025-02-06 11:46:24,"Okay, I'll talk to her","Hi, I sent key points for the defense in the group. Go over them beforehand. Update me if you don't feel ready.
Maayan??"
12a50467-834e-4951-844d-71c450e53357,chat:u_barbara_u_maayan_student_magshimim,60,u_barbara,u_maayan_student_magshimim,2025-02-14 10:07:38,"Hi, I sent key points for the defense in the group. Go over them beforehand. Update me if you don't feel ready.
Maayan??",I think I'm ready
c6448dd2-04ec-4757-a425-9ba4f060d635,chat:u_barbara_u_maayan_student_magshimim,61,u_maayan_student_magshimim,u_barbara,2025-02-14 10:41:09,I think I'm ready,"I can move it for you to tomorrow or later today so you can sharpen the material
The defense is 40% of the final grade
And I'm recording the defenses"
c1e2598a-83ca-44a5-aa30-d4b235e9e6d6,chat:u_barbara_u_maayan_student_magshimim,62,u_barbara,u_maayan_student_magshimim,2025-02-14 10:41:52,"I can move it for you to tomorrow or later today so you can sharpen the material
The defense is 40% of the final grade
And I'm recording the defenses","Is what you sent in the group the material?
Everything that could be?"
19006fa0-cd85-4e01-95a4-c2543443d8e6,chat:u_barbara_u_maayan_student_magshimim,63,u_maayan_student_magshimim,u_barbara,2025-02-14 10:42:51,"Is what you sent in the group the material?
Everything that could be?","A few things from before related to EDA
And data preparation
Everything related to the new models and methods we learned, that's what I sent, generally"
2470cacc-a192-40ff-bf3f-d9bf755054ba,chat:u_barbara_u_maayan_student_magshimim,64,u_barbara,u_maayan_student_magshimim,2025-02-14 10:43:39,"A few things from before related to EDA
And data preparation
Everything related to the new models and methods we learned, that's what I sent, generally",Okay
e6468312-edf1-456d-bc70-2df33d11cb0f,chat:u_barbara_u_maayan_student_magshimim,65,u_maayan_student_magshimim,u_barbara,2025-02-14 10:44:32,Okay,"Those are not the actual questions I'll ask, what I sent in the group, but those are the topics
Okay, so I'm preparing the defense file, it will take me 15-20 minutes, and I'll send you a link
I don't mind if you change your mind because everyone who was scheduled today ended up changing their mind :(
I can move the defense to this evening, whenever is convenient for you"
dc2aeaab-b882-40a0-bee1-e3e5e8da5e71,chat:u_barbara_u_maayan_student_magshimim,66,u_barbara,u_maayan_student_magshimim,2025-02-14 10:45:30,"Those are not the actual questions I'll ask, what I sent in the group, but those are the topics
Okay, so I'm preparing the defense file, it will take me 15-20 minutes, and I'll send you a link
I don't mind if you change your mind because everyone who was scheduled today ended up changing their mind :(
I can move the defense to this evening, whenever is convenient for you","No, I can't in the evening we'll just do it today"
9d40552e-c617-4ded-9c73-8d7c429f041e,chat:u_barbara_u_maayan_student_magshimim,67,u_maayan_student_magshimim,u_barbara,2025-02-14 10:50:02,"No, I can't in the evening we'll just do it today","Are you sure?
I just want you to get a good grade
I'm worried myself about how you'll be"
3df96de2-bf6c-4a6b-a837-ce33c2b23a8f,chat:u_barbara_u_maayan_student_magshimim,68,u_barbara,u_maayan_student_magshimim,2025-02-14 10:50:08,"Are you sure?
I just want you to get a good grade
I'm worried myself about how you'll be",Yes
c906b8e5-8c56-4425-9b7e-559cc7b3208f,chat:u_barbara_u_maayan_student_magshimim,69,u_maayan_student_magshimim,u_barbara,2025-02-14 10:50:21,Yes,"Okay
So a few minutes, I need to organize the defense file for myself and I'll send you a link. In the meantime, go over the topics
Okay, I'm delayed a bit, there's a mess here with the files they sent me ‎<This message was edited>
https://technion.zoom.us/j/93504519036?pwd=FaFavI2JOmVQTdbc5dyV2P4NPxnqgU.1
https://www.youtube.com/watch?v=JqONmLsRs8Y
bootsrap
https://www.youtube.com/watch?v=wjILv3-UGM8
https://www.youtube.com/watch?v=kituDjzXwfE between minutes 5-10
https://www.youtube.com/watch?v=R2e3Ls9H_fc"
90e4fd2f-2a19-40e1-b960-3c0f4617167c,chat:u_barbara_u_maayan_student_magshimim,70,u_barbara,u_maayan_student_magshimim,2025-02-14 10:50:31,"Okay
So a few minutes, I need to organize the defense file for myself and I'll send you a link. In the meantime, go over the topics
Okay, I'm delayed a bit, there's a mess here with the files they sent me ‎<This message was edited>
https://technion.zoom.us/j/93504519036?pwd=FaFavI2JOmVQTdbc5dyV2P4NPxnqgU.1
https://www.youtube.com/watch?v=JqONmLsRs8Y
bootsrap
https://www.youtube.com/watch?v=wjILv3-UGM8
https://www.youtube.com/watch?v=kituDjzXwfE between minutes 5-10
https://www.youtube.com/watch?v=R2e3Ls9H_fc","Hi, we scheduled 12:30, not three"
029f6201-0e43-420d-afe0-d1ae352be6df,chat:u_barbara_u_maayan_student_magshimim,71,u_maayan_student_magshimim,u_barbara,2025-02-15 12:44:45,"Hi, we scheduled 12:30, not three","Oh, I missed it
One minute, sending a link
5 minutes, arranging your defense files
https://technion.zoom.us/j/96083343143?pwd=bLzsbVO2TpYaFFPlFRXyORMoh2Kjwr.1
Maayan?
Can you connect?"
b2e9eb8d-7e8f-484a-b4d1-d611c4c2f92e,chat:u_barbara_u_maayan_student_magshimim,72,u_barbara,u_maayan_student_magshimim,2025-02-15 12:44:57,"Oh, I missed it
One minute, sending a link
5 minutes, arranging your defense files
https://technion.zoom.us/j/96083343143?pwd=bLzsbVO2TpYaFFPlFRXyORMoh2Kjwr.1
Maayan?
Can you connect?","Yes, yes
Hi, I forgot to inform you in class, but I'm going on an annual trip tomorrow and won't have time to submit the homework or come to class on Thursday
Hi, I think I'll need an extension for this week too because I have school workload"
77191a2e-3e64-471d-bf52-073cb03aab1e,chat:u_barbara_u_maayan_student_magshimim,73,u_maayan_student_magshimim,u_barbara,2025-02-15 12:58:52,"Yes, yes
Hi, I forgot to inform you in class, but I'm going on an annual trip tomorrow and won't have time to submit the homework or come to class on Thursday
Hi, I think I'll need an extension for this week too because I have school workload","Checking
You submitted an empty notebook for the homework of lesson 15...
You'll have to complete it..."
6c27ec8a-8a07-4aaf-98a0-f663a52d79a8,chat:u_barbara_u_maayan_student_magshimim,74,u_barbara,u_maayan_student_magshimim,2025-03-04 17:12:20,"Checking
You submitted an empty notebook for the homework of lesson 15...
You'll have to complete it...","?
What
I didn't skip anything"
de45bdd6-19bd-49ac-9350-deb678321ca6,chat:u_barbara_u_maayan_student_magshimim,75,u_maayan_student_magshimim,u_barbara,2025-03-07 12:27:31,"?
What
I didn't skip anything",Look at the submission for week 15
a8da73fd-7316-4eb5-bfbb-3e51785782fb,chat:u_barbara_u_maayan_student_magshimim,76,u_barbara,u_maayan_student_magshimim,2025-03-07 12:49:02,Look at the submission for week 15,I remember doing that notebook... is there a chance it somehow didn't save?
ced69428-14e2-482d-a4ab-c6312df7f229,chat:u_barbara_u_maayan_student_magshimim,77,u_maayan_student_magshimim,u_barbara,2025-03-07 14:53:54,I remember doing that notebook... is there a chance it somehow didn't save?,"There's a chance...
I'll check with the coordinator tomorrow if we can waive it this one time
Make sure it doesn't happen again"
1dda20ca-4ac7-46b0-bb1e-c0cd480aa731,chat:u_barbara_u_maayan_student_magshimim,78,u_barbara,u_maayan_student_magshimim,2025-03-08 16:02:51,"There's a chance...
I'll check with the coordinator tomorrow if we can waive it this one time
Make sure it doesn't happen again","I already did it
Again"
3dd0b6c8-6a94-4042-a7de-2872aeb136ca,chat:u_barbara_u_maayan_student_magshimim,79,u_maayan_student_magshimim,u_barbara,2025-03-08 16:36:40,"I already did it
Again","Ugh
What about the other tasks, are you managing?"
29a98237-c692-426e-9396-b0b010f3c925,chat:u_barbara_u_maayan_student_magshimim,80,u_barbara,u_maayan_student_magshimim,2025-03-08 16:44:38,"Ugh
What about the other tasks, are you managing?","Yes, I completed everything but I don't know, something has been running for half a day already so hopefully it will work
Hi, in the last exercise my model only gives one answer
https://colab.research.google.com/drive/1QfScuTdep3pMWyZbF1--Ewv3VFFQ10wa
I don't know what to do anymore
Barbara...
.
."
5bbd6196-c3ff-44aa-b097-a4b682d0f6d2,chat:u_barbara_u_maayan_student_magshimim,81,u_maayan_student_magshimim,u_barbara,2025-03-08 17:43:19,"Yes, I completed everything but I don't know, something has been running for half a day already so hopefully it will work
Hi, in the last exercise my model only gives one answer
https://colab.research.google.com/drive/1QfScuTdep3pMWyZbF1--Ewv3VFFQ10wa
I don't know what to do anymore
Barbara...
.
.","Sorry Maayan, I'm under extreme pressure in the last two days
‎audio omitted"
cc8091a9-1a8e-41bd-8bc8-d846374fb883,chat:u_barbara_u_maayan_student_magshimim,82,u_barbara,u_maayan_student_magshimim,2025-03-12 21:59:41,"Sorry Maayan, I'm under extreme pressure in the last two days
‎audio omitted","It's all good, I just wanted to at least know there's an extension
‎image omitted"
87c621cc-d49d-4902-8fc1-775eef5b5637,chat:u_barbara_u_maayan_student_magshimim,83,u_maayan_student_magshimim,u_barbara,2025-03-12 22:47:30,"It's all good, I just wanted to at least know there's an extension
‎image omitted","Righttt:)
Wait, no
Pay attention because there's a word that was repeated in all the documents
What grade will she get?"
7c4051d9-d22a-4b5f-b24c-09f1a06fcf57,chat:u_barbara_u_maayan_student_magshimim,84,u_barbara,u_maayan_student_magshimim,2025-03-13 17:31:14,"Righttt:)
Wait, no
Pay attention because there's a word that was repeated in all the documents
What grade will she get?","Oh, yes, I see it now
Well, never mind
Stuck in traffic, late a bit"
c4a7dd89-9aa7-441d-940c-74eda335ce3a,chat:u_barbara_u_maayan_student_magshimim,85,u_maayan_student_magshimim,u_barbara,2025-03-13 17:41:20,"Oh, yes, I see it now
Well, never mind
Stuck in traffic, late a bit","Okay, drive safely 🤓
‎image omitted
Why do you have Hebrew words in the middle of the code....
This is from lesson 18...
I'm ignoring it for now, but you must stop blindly copying from chat...
You are smart and capable of solving the questions by yourself (alongside help from chat, of course)"
a466c5c7-19d9-4e79-8472-e61eda2374fc,chat:u_barbara_u_maayan_student_magshimim,86,u_barbara,u_maayan_student_magshimim,2025-03-20 16:10:24,"Okay, drive safely 🤓
‎image omitted
Why do you have Hebrew words in the middle of the code....
This is from lesson 18...
I'm ignoring it for now, but you must stop blindly copying from chat...
You are smart and capable of solving the questions by yourself (alongside help from chat, of course)","Okay, but I didn't put that as code for the question, but as something for an example, but I'll check"
d2e1ea72-d140-4244-a74b-e48331f93027,chat:u_barbara_u_maayan_student_magshimim,87,u_maayan_student_magshimim,u_barbara,2025-03-21 14:46:37,"Okay, but I didn't put that as code for the question, but as something for an example, but I'll check",‎audio omitted
981b653e-a5c6-47b8-aa06-92b71494ea2b,chat:u_barbara_u_maayan_student_magshimim,88,u_barbara,u_maayan_student_magshimim,2025-03-21 14:48:12,‎audio omitted,"Should I go back and fix it or does it not matter?
And open questions, I don't just copy, I do know"
cefd95c7-da02-43ae-8200-63e06cf44ec3,chat:u_barbara_u_maayan_student_magshimim,89,u_maayan_student_magshimim,u_barbara,2025-03-21 14:49:03,"Should I go back and fix it or does it not matter?
And open questions, I don't just copy, I do know","No, there's no need
Just be very careful with that
‎audio omitted"
